x,y,z,vx,vy,vz,phase
-1.800000,0.699755,-0.450000,0,0,0,0
-1.850000,0.749755,-0.400000,0,0,0,0
-1.700000,0.699755,-0.400000,0,0,0,0
-1.750000,0.749755,-0.400000,0,0,0,0
-1.750000,0.749755,-0.450000,0,0,0,0
-1.750000,0.699755,-0.400000,0,0,0,0
-1.750000,0.699755,-0.450000,0,0,0,0
-1.700000,0.749755,-0.400000,0,0,0,0
-1.700000,0.749755,-0.450000,0,0,0,0
-1.700000,0.699755,-0.450000,0,0,0,0
-1.800000,0.849755,-0.450000,0,0,0,0
-1.850000,0.799755,-0.450000,0,0,0,0
-1.850000,0.849755,-0.450000,0,0,0,0
-1.850000,0.849755,-0.400000,0,0,0,0
-1.850000,0.799755,-0.400000,0,0,0,0
-1.800000,0.849755,-0.400000,0,0,0,0
-1.800000,0.799755,-0.450000,0,0,0,0
-1.800000,0.799755,-0.400000,0,0,0,0
-1.700000,0.849755,-0.400000,0,0,0,0
-1.700000,0.849755,-0.450000,0,0,0,0
-1.750000,0.799755,-0.450000,0,0,0,0
-1.700000,0.799755,-0.450000,0,0,0,0
-1.750000,0.799755,-0.400000,0,0,0,0
-1.700000,0.799755,-0.400000,0,0,0,0
-1.750000,0.849755,-0.450000,0,0,0,0
-1.750000,0.849755,-0.400000,0,0,0,0
-1.850000,0.749755,-0.350000,0,0,0,0
-1.850000,0.699755,-0.300000,0,0,0,0
-1.850000,0.699755,-0.350000,0,0,0,0
-1.800000,0.749755,-0.300000,0,0,0,0
-1.800000,0.749755,-0.350000,0,0,0,0
-1.800000,0.699755,-0.300000,0,0,0,0
-1.800000,0.699755,-0.350000,0,0,0,0
-1.850000,0.749755,-0.300000,0,0,0,0
-1.700000,0.699755,-0.300000,0,0,0,0
-1.750000,0.749755,-0.350000,0,0,0,0
-1.750000,0.699755,-0.300000,0,0,0,0
-1.700000,0.749755,-0.300000,0,0,0,0
-1.750000,0.699755,-0.350000,0,0,0,0
-1.750000,0.749755,-0.300000,0,0,0,0
-1.700000,0.699755,-0.350000,0,0,0,0
-1.700000,0.749755,-0.350000,0,0,0,0
-1.800000,0.799755,-0.350000,0,0,0,0
-1.850000,0.849755,-0.350000,0,0,0,0
-1.850000,0.799755,-0.350000,0,0,0,0
-1.850000,0.799755,-0.300000,0,0,0,0
-1.800000,0.849755,-0.300000,0,0,0,0
-1.850000,0.849755,-0.300000,0,0,0,0
-1.800000,0.849755,-0.350000,0,0,0,0
-1.800000,0.799755,-0.300000,0,0,0,0
-1.750000,0.799755,-0.300000,0,0,0,0
-1.750000,0.849755,-0.300000,0,0,0,0
-1.750000,0.849755,-0.350000,0,0,0,0
-1.750000,0.799755,-0.350000,0,0,0,0
-1.700000,0.849755,-0.300000,0,0,0,0
-1.700000,0.799755,-0.350000,0,0,0,0
-1.700000,0.799755,-0.300000,0,0,0,0
-1.700000,0.849755,-0.350000,0,0,0,0
-1.650000,0.699755,-0.450000,0,0,0,0
-1.650000,0.699755,-0.400000,0,0,0,0
-1.650000,0.749755,-0.450000,0,0,0,0
-1.650000,0.749755,-0.400000,0,0,0,0
-1.550000,0.749755,-0.450000,0,0,0,0
-1.550000,0.749755,-0.400000,0,0,0,0
-1.500000,0.749755,-0.450000,0,0,0,0
-1.550000,0.699755,-0.400000,0,0,0,0
-1.500000,0.699755,-0.450000,0,0,0,0
-1.500000,0.699755,-0.400000,0,0,0,0
-1.600000,0.699755,-0.400000,0,0,0,0
-1.600000,0.699755,-0.450000,0,0,0,0
-1.550000,0.699755,-0.450000,0,0,0,0
-1.600000,0.749755,-0.450000,0,0,0,0
-1.600000,0.749755,-0.400000,0,0,0,0
-1.500000,0.749755,-0.400000,0,0,0,0
-1.650000,0.849755,-0.400000,0,0,0,0
-1.650000,0.799755,-0.400000,0,0,0,0
-1.650000,0.799755,-0.450000,0,0,0,0
-1.650000,0.849755,-0.450000,0,0,0,0
-1.550000,0.799755,-0.400000,0,0,0,0
-1.550000,0.849755,-0.400000,0,0,0,0
-1.500000,0.799755,-0.400000,0,0,0,0
-1.500000,0.849755,-0.450000,0,0,0,0
-1.550000,0.849755,-0.450000,0,0,0,0
-1.500000,0.799755,-0.450000,0,0,0,0
-1.600000,0.799755,-0.400000,0,0,0,0
-1.600000,0.799755,-0.450000,0,0,0,0
-1.500000,0.849755,-0.400000,0,0,0,0
-1.600000,0.849755,-0.450000,0,0,0,0
-1.550000,0.799755,-0.450000,0,0,0,0
-1.600000,0.849755,-0.400000,0,0,0,0
-1.650000,0.699755,-0.300000,0,0,0,0
-1.650000,0.749755,-0.300000,0,0,0,0
-1.650000,0.749755,-0.350000,0,0,0,0
-1.650000,0.699755,-0.350000,0,0,0,0
-1.500000,0.699755,-0.350000,0,0,0,0
-1.550000,0.699755,-0.300000,0,0,0,0
-1.600000,0.699755,-0.350000,0,0,0,0
-1.600000,0.699755,-0.300000,0,0,0,0
-1.550000,0.749755,-0.350000,0,0,0,0
-1.550000,0.749755,-0.300000,0,0,0,0
-1.600000,0.749755,-0.350000,0,0,0,0
-1.600000,0.749755,-0.300000,0,0,0,0
-1.550000,0.699755,-0.350000,0,0,0,0
-1.500000,0.699755,-0.300000,0,0,0,0
-1.500000,0.749755,-0.350000,0,0,0,0
-1.500000,0.749755,-0.300000,0,0,0,0
-1.650000,0.849755,-0.300000,0,0,0,0
-1.650000,0.849755,-0.350000,0,0,0,0
-1.650000,0.799755,-0.300000,0,0,0,0
-1.650000,0.799755,-0.350000,0,0,0,0
-1.500000,0.849755,-0.350000,0,0,0,0
-1.600000,0.799755,-0.350000,0,0,0,0
-1.550000,0.849755,-0.300000,0,0,0,0
-1.550000,0.849755,-0.350000,0,0,0,0
-1.500000,0.799755,-0.300000,0,0,0,0
-1.500000,0.799755,-0.350000,0,0,0,0
-1.600000,0.849755,-0.350000,0,0,0,0
-1.550000,0.799755,-0.350000,0,0,0,0
-1.550000,0.799755,-0.300000,0,0,0,0
-1.600000,0.799755,-0.300000,0,0,0,0
-1.500000,0.849755,-0.300000,0,0,0,0
-1.600000,0.849755,-0.300000,0,0,0,0
-1.900000,0.149755,-0.250000,0,0,0,0
-1.900000,0.099755,-0.200000,0,0,0,0
-1.900000,0.099755,-0.250000,0,0,0,0
-1.900000,0.149755,-0.200000,0,0,0,0
-1.900000,0.249755,-0.200000,0,0,0,0
-1.900000,0.249755,-0.250000,0,0,0,0
-1.900000,0.199755,-0.250000,0,0,0,0
-1.900000,0.199755,-0.200000,0,0,0,0
-1.900000,0.099755,-0.150000,0,0,0,0
-1.900000,0.149755,-0.150000,0,0,0,0
-1.900000,0.249755,-0.150000,0,0,0,0
-1.900000,0.199755,-0.150000,0,0,0,0
-1.900000,0.349755,-0.250000,0,0,0,0
-1.900000,0.299755,-0.200000,0,0,0,0
-1.900000,0.299755,-0.250000,0,0,0,0
-1.900000,0.349755,-0.200000,0,0,0,0
-1.900000,0.399755,-0.200000,0,0,0,0
-1.900000,0.449755,-0.200000,0,0,0,0
-1.900000,0.399755,-0.250000,0,0,0,0
-1.900000,0.449755,-0.250000,0,0,0,0
-1.900000,0.299755,-0.150000,0,0,0,0
-1.900000,0.349755,-0.150000,0,0,0,0
-1.900000,0.399755,-0.150000,0,0,0,0
-1.900000,0.449755,-0.150000,0,0,0,0
-1.900000,0.149755,-0.100000,0,0,0,0
-1.900000,0.149755,-0.050000,0,0,0,0
-1.900000,0.099755,-0.050000,0,0,0,0
-1.900000,0.099755,-0.100000,0,0,0,0
-1.900000,0.249755,-0.100000,0,0,0,0
-1.900000,0.249755,-0.050000,0,0,0,0
-1.900000,0.199755,-0.050000,0,0,0,0
-1.900000,0.199755,-0.100000,0,0,0,0
-1.900000,0.149755,0.000000,0,0,0,0
-1.900000,0.099755,0.000000,0,0,0,0
-1.900000,0.099755,0.050000,0,0,0,0
-1.900000,0.149755,0.050000,0,0,0,0
-1.900000,0.199755,0.000000,0,0,0,0
-1.900000,0.249755,0.050000,0,0,0,0
-1.900000,0.199755,0.050000,0,0,0,0
-1.900000,0.249755,0.000000,0,0,0,0
-1.900000,0.299755,-0.100000,0,0,0,0
-1.900000,0.349755,-0.100000,0,0,0,0
-1.900000,0.349755,-0.050000,0,0,0,0
-1.900000,0.299755,-0.050000,0,0,0,0
-1.900000,0.449755,-0.100000,0,0,0,0
-1.900000,0.449755,-0.050000,0,0,0,0
-1.900000,0.399755,-0.050000,0,0,0,0
-1.900000,0.399755,-0.100000,0,0,0,0
-1.900000,0.299755,0.000000,0,0,0,0
-1.900000,0.349755,0.000000,0,0,0,0
-1.900000,0.299755,0.050000,0,0,0,0
-1.900000,0.349755,0.050000,0,0,0,0
-1.900000,0.449755,0.000000,0,0,0,0
-1.900000,0.399755,0.000000,0,0,0,0
-1.900000,0.399755,0.050000,0,0,0,0
-1.900000,0.449755,0.050000,0,0,0,0
-1.850000,0.149755,-0.250000,0,0,0,0
-1.800000,0.149755,-0.200000,0,0,0,0
-1.850000,0.099755,-0.200000,0,0,0,0
-1.800000,0.099755,-0.250000,0,0,0,0
-1.800000,0.149755,-0.250000,0,0,0,0
-1.850000,0.099755,-0.250000,0,0,0,0
-1.850000,0.149755,-0.200000,0,0,0,0
-1.800000,0.099755,-0.200000,0,0,0,0
-1.700000,0.099755,-0.250000,0,0,0,0
-1.700000,0.149755,-0.250000,0,0,0,0
-1.750000,0.099755,-0.200000,0,0,0,0
-1.700000,0.149755,-0.200000,0,0,0,0
-1.750000,0.149755,-0.250000,0,0,0,0
-1.750000,0.099755,-0.250000,0,0,0,0
-1.750000,0.149755,-0.200000,0,0,0,0
-1.700000,0.099755,-0.200000,0,0,0,0
-1.850000,0.199755,-0.200000,0,0,0,0
-1.850000,0.249755,-0.200000,0,0,0,0
-1.850000,0.249755,-0.250000,0,0,0,0
-1.800000,0.199755,-0.250000,0,0,0,0
-1.800000,0.199755,-0.200000,0,0,0,0
-1.850000,0.199755,-0.250000,0,0,0,0
-1.800000,0.249755,-0.250000,0,0,0,0
-1.800000,0.249755,-0.200000,0,0,0,0
-1.750000,0.249755,-0.250000,0,0,0,0
-1.750000,0.199755,-0.250000,0,0,0,0
-1.700000,0.249755,-0.250000,0,0,0,0
-1.750000,0.249755,-0.200000,0,0,0,0
-1.700000,0.249755,-0.200000,0,0,0,0
-1.700000,0.199755,-0.200000,0,0,0,0
-1.700000,0.199755,-0.250000,0,0,0,0
-1.750000,0.199755,-0.200000,0,0,0,0
-1.850000,0.099755,-0.150000,0,0,0,0
-1.800000,0.149755,-0.150000,0,0,0,0
-1.850000,0.149755,-0.150000,0,0,0,0
-1.800000,0.099755,-0.150000,0,0,0,0
-1.700000,0.099755,-0.150000,0,0,0,0
-1.750000,0.149755,-0.150000,0,0,0,0
-1.750000,0.099755,-0.150000,0,0,0,0
-1.700000,0.149755,-0.150000,0,0,0,0
-1.800000,0.249755,-0.150000,0,0,0,0
-1.800000,0.199755,-0.150000,0,0,0,0
-1.850000,0.199755,-0.150000,0,0,0,0
-1.850000,0.249755,-0.150000,0,0,0,0
-1.750000,0.249755,-0.150000,0,0,0,0
-1.700000,0.249755,-0.150000,0,0,0,0
-1.700000,0.199755,-0.150000,0,0,0,0
-1.750000,0.199755,-0.150000,0,0,0,0
-1.650000,0.099755,-0.200000,0,0,0,0
-1.650000,0.149755,-0.250000,0,0,0,0
-1.650000,0.099755,-0.250000,0,0,0,0
-1.650000,0.149755,-0.200000,0,0,0,0
-1.500000,0.149755,-0.200000,0,0,0,0
-1.500000,0.099755,-0.250000,0,0,0,0
-1.600000,0.149755,-0.200000,0,0,0,0
-1.500000,0.099755,-0.200000,0,0,0,0
-1.550000,0.099755,-0.250000,0,0,0,0
-1.550000,0.099755,-0.200000,0,0,0,0
-1.500000,0.149755,-0.250000,0,0,0,0
-1.600000,0.149755,-0.250000,0,0,0,0
-1.600000,0.099755,-0.250000,0,0,0,0
-1.550000,0.149755,-0.200000,0,0,0,0
-1.550000,0.149755,-0.250000,0,0,0,0
-1.600000,0.099755,-0.200000,0,0,0,0
-1.650000,0.199755,-0.200000,0,0,0,0
-1.650000,0.199755,-0.250000,0,0,0,0
-1.650000,0.249755,-0.250000,0,0,0,0
-1.650000,0.249755,-0.200000,0,0,0,0
-1.550000,0.249755,-0.200000,0,0,0,0
-1.500000,0.249755,-0.200000,0,0,0,0
-1.500000,0.199755,-0.200000,0,0,0,0
-1.550000,0.199755,-0.200000,0,0,0,0
-1.550000,0.199755,-0.250000,0,0,0,0
-1.500000,0.249755,-0.250000,0,0,0,0
-1.600000,0.249755,-0.200000,0,0,0,0
-1.600000,0.249755,-0.250000,0,0,0,0
-1.550000,0.249755,-0.250000,0,0,0,0
-1.600000,0.199755,-0.200000,0,0,0,0
-1.600000,0.199755,-0.250000,0,0,0,0
-1.500000,0.199755,-0.250000,0,0,0,0
-1.650000,0.149755,-0.150000,0,0,0,0
-1.650000,0.099755,-0.150000,0,0,0,0
-1.600000,0.099755,-0.150000,0,0,0,0
-1.500000,0.099755,-0.150000,0,0,0,0
-1.550000,0.099755,-0.150000,0,0,0,0
-1.550000,0.149755,-0.150000,0,0,0,0
-1.600000,0.149755,-0.150000,0,0,0,0
-1.500000,0.149755,-0.150000,0,0,0,0
-1.650000,0.249755,-0.150000,0,0,0,0
-1.650000,0.199755,-0.150000,0,0,0,0
-1.550000,0.199755,-0.150000,0,0,0,0
-1.550000,0.249755,-0.150000,0,0,0,0
-1.600000,0.199755,-0.150000,0,0,0,0
-1.600000,0.249755,-0.150000,0,0,0,0
-1.500000,0.199755,-0.150000,0,0,0,0
-1.500000,0.249755,-0.150000,0,0,0,0
-1.850000,0.299755,-0.200000,0,0,0,0
-1.800000,0.299755,-0.200000,0,0,0,0
-1.850000,0.349755,-0.250000,0,0,0,0
-1.800000,0.299755,-0.250000,0,0,0,0
-1.850000,0.299755,-0.250000,0,0,0,0
-1.800000,0.349755,-0.200000,0,0,0,0
-1.800000,0.349755,-0.250000,0,0,0,0
-1.850000,0.349755,-0.200000,0,0,0,0
-1.700000,0.349755,-0.250000,0,0,0,0
-1.700000,0.299755,-0.200000,0,0,0,0
-1.750000,0.299755,-0.250000,0,0,0,0
-1.750000,0.299755,-0.200000,0,0,0,0
-1.750000,0.349755,-0.250000,0,0,0,0
-1.750000,0.349755,-0.200000,0,0,0,0
-1.700000,0.299755,-0.250000,0,0,0,0
-1.700000,0.349755,-0.200000,0,0,0,0
-1.800000,0.399755,-0.250000,0,0,0,0
-1.850000,0.399755,-0.250000,0,0,0,0
-1.800000,0.399755,-0.200000,0,0,0,0
-1.850000,0.399755,-0.200000,0,0,0,0
-1.800000,0.449755,-0.200000,0,0,0,0
-1.800000,0.449755,-0.250000,0,0,0,0
-1.850000,0.449755,-0.250000,0,0,0,0
-1.850000,0.449755,-0.200000,0,0,0,0
-1.750000,0.449755,-0.200000,0,0,0,0
-1.750000,0.399755,-0.200000,0,0,0,0
-1.750000,0.399755,-0.250000,0,0,0,0
-1.700000,0.399755,-0.250000,0,0,0,0
-1.700000,0.399755,-0.200000,0,0,0,0
-1.750000,0.449755,-0.250000,0,0,0,0
-1.700000,0.449755,-0.200000,0,0,0,0
-1.700000,0.449755,-0.250000,0,0,0,0
-1.850000,0.299755,-0.150000,0,0,0,0
-1.800000,0.299755,-0.150000,0,0,0,0
-1.800000,0.349755,-0.150000,0,0,0,0
-1.850000,0.349755,-0.150000,0,0,0,0
-1.750000,0.299755,-0.150000,0,0,0,0
-1.700000,0.349755,-0.150000,0,0,0,0
-1.750000,0.349755,-0.150000,0,0,0,0
-1.700000,0.299755,-0.150000,0,0,0,0
-1.850000,0.399755,-0.150000,0,0,0,0
-1.850000,0.449755,-0.150000,0,0,0,0
-1.800000,0.399755,-0.150000,0,0,0,0
-1.800000,0.449755,-0.150000,0,0,0,0
-1.700000,0.399755,-0.150000,0,0,0,0
-1.700000,0.449755,-0.150000,0,0,0,0
-1.750000,0.449755,-0.150000,0,0,0,0
-1.750000,0.399755,-0.150000,0,0,0,0
-1.650000,0.299755,-0.250000,0,0,0,0
-1.650000,0.349755,-0.200000,0,0,0,0
-1.650000,0.349755,-0.250000,0,0,0,0
-1.650000,0.299755,-0.200000,0,0,0,0
-1.550000,0.299755,-0.250000,0,0,0,0
-1.600000,0.349755,-0.200000,0,0,0,0
-1.500000,0.299755,-0.200000,0,0,0,0
-1.600000,0.299755,-0.250000,0,0,0,0
-1.600000,0.349755,-0.250000,0,0,0,0
-1.600000,0.299755,-0.200000,0,0,0,0
-1.500000,0.349755,-0.250000,0,0,0,0
-1.500000,0.349755,-0.200000,0,0,0,0
-1.500000,0.299755,-0.250000,0,0,0,0
-1.550000,0.349755,-0.250000,0,0,0,0
-1.550000,0.349755,-0.200000,0,0,0,0
-1.550000,0.299755,-0.200000,0,0,0,0
-1.650000,0.449755,-0.200000,0,0,0,0
-1.650000,0.449755,-0.250000,0,0,0,0
-1.650000,0.399755,-0.200000,0,0,0,0
-1.650000,0.399755,-0.250000,0,0,0,0
-1.600000,0.399755,-0.250000,0,0,0,0
-1.600000,0.449755,-0.200000,0,0,0,0
-1.500000,0.449755,-0.200000,0,0,0,0
-1.550000,0.449755,-0.250000,0,0,0,0
-1.550000,0.399755,-0.200000,0,0,0,0
-1.500000,0.399755,-0.200000,0,0,0,0
-1.550000,0.399755,-0.250000,0,0,0,0
-1.500000,0.399755,-0.250000,0,0,0,0
-1.600000,0.399755,-0.200000,0,0,0,0
-1.550000,0.449755,-0.200000,0,0,0,0
-1.500000,0.449755,-0.250000,0,0,0,0
-1.600000,0.449755,-0.250000,0,0,0,0
-1.650000,0.299755,-0.150000,0,0,0,0
-1.650000,0.349755,-0.150000,0,0,0,0
-1.550000,0.349755,-0.150000,0,0,0,0
-1.600000,0.349755,-0.150000,0,0,0,0
-1.600000,0.299755,-0.150000,0,0,0,0
-1.500000,0.299755,-0.150000,0,0,0,0
-1.550000,0.299755,-0.150000,0,0,0,0
-1.500000,0.349755,-0.150000,0,0,0,0
-1.650000,0.449755,-0.150000,0,0,0,0
-1.650000,0.399755,-0.150000,0,0,0,0
-1.500000,0.449755,-0.150000,0,0,0,0
-1.550000,0.449755,-0.150000,0,0,0,0
-1.600000,0.399755,-0.150000,0,0,0,0
-1.550000,0.399755,-0.150000,0,0,0,0
-1.500000,0.399755,-0.150000,0,0,0,0
-1.600000,0.449755,-0.150000,0,0,0,0
-1.850000,0.099755,-0.100000,0,0,0,0
-1.800000,0.099755,-0.050000,0,0,0,0
-1.850000,0.099755,-0.050000,0,0,0,0
-1.800000,0.099755,-0.100000,0,0,0,0
-1.850000,0.149755,-0.100000,0,0,0,0
-1.800000,0.149755,-0.050000,0,0,0,0
-1.800000,0.149755,-0.100000,0,0,0,0
-1.850000,0.149755,-0.050000,0,0,0,0
-1.700000,0.149755,-0.050000,0,0,0,0
-1.750000,0.099755,-0.100000,0,0,0,0
-1.750000,0.149755,-0.050000,0,0,0,0
-1.700000,0.149755,-0.100000,0,0,0,0
-1.750000,0.149755,-0.100000,0,0,0,0
-1.750000,0.099755,-0.050000,0,0,0,0
-1.700000,0.099755,-0.050000,0,0,0,0
-1.700000,0.099755,-0.100000,0,0,0,0
-1.850000,0.199755,-0.050000,0,0,0,0
-1.800000,0.249755,-0.100000,0,0,0,0
-1.850000,0.249755,-0.100000,0,0,0,0
-1.850000,0.249755,-0.050000,0,0,0,0
-1.800000,0.249755,-0.050000,0,0,0,0
-1.850000,0.199755,-0.100000,0,0,0,0
-1.800000,0.199755,-0.050000,0,0,0,0
-1.800000,0.199755,-0.100000,0,0,0,0
-1.700000,0.249755,-0.100000,0,0,0,0
-1.700000,0.249755,-0.050000,0,0,0,0
-1.700000,0.199755,-0.050000,0,0,0,0
-1.750000,0.249755,-0.100000,0,0,0,0
-1.700000,0.199755,-0.100000,0,0,0,0
-1.750000,0.199755,-0.050000,0,0,0,0
-1.750000,0.199755,-0.100000,0,0,0,0
-1.750000,0.249755,-0.050000,0,0,0,0
-1.850000,0.099755,0.000000,0,0,0,0
-1.800000,0.149755,0.050000,0,0,0,0
-1.850000,0.099755,0.050000,0,0,0,0
-1.800000,0.149755,0.000000,0,0,0,0
-1.800000,0.099755,0.000000,0,0,0,0
-1.850000,0.149755,0.050000,0,0,0,0
-1.800000,0.099755,0.050000,0,0,0,0
-1.850000,0.149755,0.000000,0,0,0,0
-1.700000,0.149755,0.000000,0,0,0,0
-1.700000,0.149755,0.050000,0,0,0,0
-1.750000,0.149755,0.050000,0,0,0,0
-1.700000,0.099755,0.050000,0,0,0,0
-1.750000,0.149755,0.000000,0,0,0,0
-1.700000,0.099755,0.000000,0,0,0,0
-1.750000,0.099755,0.050000,0,0,0,0
-1.750000,0.099755,0.000000,0,0,0,0
-1.800000,0.249755,0.050000,0,0,0,0
-1.800000,0.199755,0.050000,0,0,0,0
-1.850000,0.249755,0.000000,0,0,0,0
-1.850000,0.199755,0.050000,0,0,0,0
-1.800000,0.199755,0.000000,0,0,0,0
-1.850000,0.199755,0.000000,0,0,0,0
-1.850000,0.249755,0.050000,0,0,0,0
-1.800000,0.249755,0.000000,0,0,0,0
-1.750000,0.249755,0.050000,0,0,0,0
-1.700000,0.199755,0.000000,0,0,0,0
-1.700000,0.249755,0.050000,0,0,0,0
-1.700000,0.249755,0.000000,0,0,0,0
-1.750000,0.199755,0.000000,0,0,0,0
-1.750000,0.249755,0.000000,0,0,0,0
-1.750000,0.199755,0.050000,0,0,0,0
-1.700000,0.199755,0.050000,0,0,0,0
-1.650000,0.099755,-0.050000,0,0,0,0
-1.650000,0.149755,-0.100000,0,0,0,0
-1.650000,0.149755,-0.050000,0,0,0,0
-1.650000,0.099755,-0.100000,0,0,0,0
-1.500000,0.099755,-0.100000,0,0,0,0
-1.550000,0.099755,-0.100000,0,0,0,0
-1.550000,0.099755,-0.050000,0,0,0,0
-1.600000,0.099755,-0.100000,0,0,0,0
-1.600000,0.099755,-0.050000,0,0,0,0
-1.600000,0.149755,-0.100000,0,0,0,0
-1.600000,0.149755,-0.050000,0,0,0,0
-1.500000,0.149755,-0.050000,0,0,0,0
-1.500000,0.099755,-0.050000,0,0,0,0
-1.500000,0.149755,-0.100000,0,0,0,0
-1.550000,0.149755,-0.100000,0,0,0,0
-1.550000,0.149755,-0.050000,0,0,0,0
-1.650000,0.249755,-0.050000,0,0,0,0
-1.650000,0.249755,-0.100000,0,0,0,0
-1.650000,0.199755,-0.100000,0,0,0,0
-1.650000,0.199755,-0.050000,0,0,0,0
-1.500000,0.249755,-0.050000,0,0,0,0
-1.500000,0.249755,-0.100000,0,0,0,0
-1.550000,0.249755,-0.050000,0,0,0,0
-1.550000,0.199755,-0.100000,0,0,0,0
-1.600000,0.249755,-0.100000,0,0,0,0
-1.550000,0.199755,-0.050000,0,0,0,0
-1.500000,0.199755,-0.050000,0,0,0,0
-1.600000,0.249755,-0.050000,0,0,0,0
-1.600000,0.199755,-0.100000,0,0,0,0
-1.550000,0.249755,-0.100000,0,0,0,0
-1.500000,0.199755,-0.100000,0,0,0,0
-1.600000,0.199755,-0.050000,0,0,0,0
-1.650000,0.149755,0.050000,0,0,0,0
-1.650000,0.099755,0.050000,0,0,0,0
-1.650000,0.099755,0.000000,0,0,0,0
-1.650000,0.149755,0.000000,0,0,0,0
-1.500000,0.149755,0.000000,0,0,0,0
-1.550000,0.099755,0.050000,0,0,0,0
-1.600000,0.099755,0.050000,0,0,0,0
-1.500000,0.099755,0.050000,0,0,0,0
-1.500000,0.099755,0.000000,0,0,0,0
-1.600000,0.099755,0.000000,0,0,0,0
-1.550000,0.099755,0.000000,0,0,0,0
-1.600000,0.149755,0.000000,0,0,0,0
-1.550000,0.149755,0.050000,0,0,0,0
-1.550000,0.149755,0.000000,0,0,0,0
-1.600000,0.149755,0.050000,0,0,0,0
-1.500000,0.149755,0.050000,0,0,0,0
-1.650000,0.249755,0.050000,0,0,0,0
-1.650000,0.199755,0.050000,0,0,0,0
-1.650000,0.199755,0.000000,0,0,0,0
-1.650000,0.249755,0.000000,0,0,0,0
-1.500000,0.249755,0.000000,0,0,0,0
-1.500000,0.249755,0.050000,0,0,0,0
-1.500000,0.199755,0.050000,0,0,0,0
-1.550000,0.249755,0.050000,0,0,0,0
-1.550000,0.199755,0.000000,0,0,0,0
-1.550000,0.199755,0.050000,0,0,0,0
-1.600000,0.249755,0.000000,0,0,0,0
-1.500000,0.199755,0.000000,0,0,0,0
-1.550000,0.249755,0.000000,0,0,0,0
-1.600000,0.199755,0.050000,0,0,0,0
-1.600000,0.199755,0.000000,0,0,0,0
-1.600000,0.249755,0.050000,0,0,0,0
-1.800000,0.299755,-0.050000,0,0,0,0
-1.850000,0.349755,-0.100000,0,0,0,0
-1.800000,0.349755,-0.050000,0,0,0,0
-1.800000,0.349755,-0.100000,0,0,0,0
-1.850000,0.349755,-0.050000,0,0,0,0
-1.800000,0.299755,-0.100000,0,0,0,0
-1.850000,0.299755,-0.050000,0,0,0,0
-1.850000,0.299755,-0.100000,0,0,0,0
-1.750000,0.299755,-0.100000,0,0,0,0
-1.750000,0.349755,-0.100000,0,0,0,0
-1.700000,0.349755,-0.050000,0,0,0,0
-1.700000,0.349755,-0.100000,0,0,0,0
-1.750000,0.349755,-0.050000,0,0,0,0
-1.750000,0.299755,-0.050000,0,0,0,0
-1.700000,0.299755,-0.100000,0,0,0,0
-1.700000,0.299755,-0.050000,0,0,0,0
-1.850000,0.449755,-0.050000,0,0,0,0
-1.800000,0.399755,-0.100000,0,0,0,0
-1.800000,0.399755,-0.050000,0,0,0,0
-1.850000,0.449755,-0.100000,0,0,0,0
-1.800000,0.449755,-0.100000,0,0,0,0
-1.850000,0.399755,-0.050000,0,0,0,0
-1.850000,0.399755,-0.100000,0,0,0,0
-1.800000,0.449755,-0.050000,0,0,0,0
-1.750000,0.449755,-0.050000,0,0,0,0
-1.750000,0.449755,-0.100000,0,0,0,0
-1.700000,0.449755,-0.100000,0,0,0,0
-1.700000,0.449755,-0.050000,0,0,0,0
-1.700000,0.399755,-0.050000,0,0,0,0
-1.700000,0.399755,-0.100000,0,0,0,0
-1.750000,0.399755,-0.100000,0,0,0,0
-1.750000,0.399755,-0.050000,0,0,0,0
-1.850000,0.299755,0.000000,0,0,0,0
-1.800000,0.349755,0.050000,0,0,0,0
-1.850000,0.299755,0.050000,0,0,0,0
-1.850000,0.349755,0.000000,0,0,0,0
-1.800000,0.349755,0.000000,0,0,0,0
-1.800000,0.299755,0.050000,0,0,0,0
-1.800000,0.299755,0.000000,0,0,0,0
-1.850000,0.349755,0.050000,0,0,0,0
-1.750000,0.299755,0.000000,0,0,0,0
-1.700000,0.349755,0.050000,0,0,0,0
-1.700000,0.299755,0.050000,0,0,0,0
-1.750000,0.349755,0.050000,0,0,0,0
-1.700000,0.299755,0.000000,0,0,0,0
-1.750000,0.349755,0.000000,0,0,0,0
-1.700000,0.349755,0.000000,0,0,0,0
-1.750000,0.299755,0.050000,0,0,0,0
-1.800000,0.399755,0.050000,0,0,0,0
-1.850000,0.399755,0.000000,0,0,0,0
-1.850000,0.399755,0.050000,0,0,0,0
-1.800000,0.449755,0.000000,0,0,0,0
-1.850000,0.449755,0.000000,0,0,0,0
-1.850000,0.449755,0.050000,0,0,0,0
-1.800000,0.449755,0.050000,0,0,0,0
-1.800000,0.399755,0.000000,0,0,0,0
-1.750000,0.399755,0.050000,0,0,0,0
-1.750000,0.449755,0.050000,0,0,0,0
-1.700000,0.449755,0.050000,0,0,0,0
-1.700000,0.449755,0.000000,0,0,0,0
-1.700000,0.399755,0.000000,0,0,0,0
-1.700000,0.399755,0.050000,0,0,0,0
-1.750000,0.399755,0.000000,0,0,0,0
-1.750000,0.449755,0.000000,0,0,0,0
-1.650000,0.349755,-0.050000,0,0,0,0
